time,device_temperature,device_humidity,climate_temperature,climate_humidity
2023-03-17 16:00:00+08:00,19.95,0.5,32,0.55
2023-03-17 17:00:00+08:00,19.96,0.48,31,0.59
2023-03-17 18:00:00+08:00,19.83,0.46,30,0.62
2023-03-17 19:00:00+08:00,19.77,0.45,29,0.66
2023-03-17 20:00:00+08:00,19.68,0.44,28,0.7
2023-03-17 21:00:00+08:00,19.79,0.44,28,0.7
2023-03-17 22:00:00+08:00,21.49,0.47,27,0.79
2023-03-17 23:00:00+08:00,22.91,0.51,27,0.79
2023-03-18 00:00:00+08:00,23.81,0.54,27,0.79
2023-03-18 01:00:00+08:00,24.43,0.56,27,0.79
2023-03-18 02:00:00+08:00,24.86,0.58,26,0.84
2023-03-18 03:00:00+08:00,25.18,0.59,26,0.84
2023-03-18 04:00:00+08:00,25.43,0.6,26,0.84
2023-03-18 05:00:00+08:00,25.62,0.61,26,0.84
2023-03-18 06:00:00+08:00,25.81,0.62,26,0.84
2023-03-18 07:00:00+08:00,26.13,0.64,25,0.89
2023-03-18 08:00:00+08:00,26.55,0.65,26,0.84
2023-03-18 09:00:00+08:00,27.05,0.66,27,0.79
2023-03-18 10:00:00+08:00,25.69,0.6,28,0.74
2023-03-18 11:00:00+08:00,22.14,0.5,30,0.62
2023-03-18 12:00:00+08:00,20.15,0.5,32,0.55
2023-03-18 13:00:00+08:00,19.79,0.5,32,0.55
2023-03-18 14:00:00+08:00,19.78,0.5,32,0.55
2023-03-18 15:00:00+08:00,19.83,0.5,32,0.55
2023-03-18 16:00:00+08:00,20.05,0.48,31,0.59
2023-03-18 17:00:00+08:00,22.22,0.51,31,0.59
2023-03-18 18:00:00+08:00,23.93,0.56,31,0.59
2023-03-18 19:00:00+08:00,24.85,0.57,29,0.66
2023-03-18 20:00:00+08:00,25.28,0.58,28,0.74
2023-03-18 21:00:00+08:00,25.61,0.6,28,0.74
2023-03-18 22:00:00+08:00,25.85,0.61,27,0.84
2023-03-18 23:00:00+08:00,26.04,0.61,27,0.84
2023-03-19 00:00:00+08:00,26.18,0.63,26,0.89
2023-03-19 01:00:00+08:00,26.31,0.64,26,0.89
2023-03-19 02:00:00+08:00,26.4,0.64,26,0.89
2023-03-19 03:00:00+08:00,26.5,0.63,27,0.79
2023-03-19 04:00:00+08:00,26.58,0.65,26,0.89
2023-03-19 05:00:00+08:00,26.66,0.65,26,0.84
2023-03-19 06:00:00+08:00,26.76,0.66,26,0.84
2023-03-19 07:00:00+08:00,26.9,0.66,26,0.89
2023-03-19 08:00:00+08:00,27.11,0.66,27,0.84
2023-03-19 09:00:00+08:00,27.46,0.67,28,0.79
2023-03-19 10:00:00+08:00,27.71,0.68,29,0.74
2023-03-19 11:00:00+08:00,27.98,0.71,31,0.66
2023-03-19 12:00:00+08:00,28.23,0.72,31,0.62
2023-03-19 13:00:00+08:00,28.4,0.74,32,0.59
2023-03-19 14:00:00+08:00,28.54,0.76,33,0.59
2023-03-19 15:00:00+08:00,28.6,0.77,33,0.56
2023-03-19 16:00:00+08:00,28.55,0.73,31,0.62
2023-03-19 17:00:00+08:00,28.53,0.72,30,0.66
2023-03-19 18:00:00+08:00,28.54,0.72,29,0.74
2023-03-19 19:00:00+08:00,28.44,0.72,29,0.74
2023-03-19 20:00:00+08:00,28.25,0.71,28,0.74
2023-03-19 21:00:00+08:00,28.12,0.7,28,0.79
2023-03-19 22:00:00+08:00,28.05,0.7,28,0.79
2023-03-19 23:00:00+08:00,27.96,0.69,28,0.79
2023-03-20 00:00:00+08:00,27.94,0.7,27,0.84
2023-03-20 01:00:00+08:00,27.93,0.7,27,0.84
2023-03-20 02:00:00+08:00,27.86,0.7,27,0.84
2023-03-20 03:00:00+08:00,27.85,0.7,27,0.84
2023-03-20 04:00:00+08:00,27.85,0.71,26,0.89
2023-03-20 05:00:00+08:00,27.85,0.7,27,0.84
2023-03-20 06:00:00+08:00,27.85,0.7,27,0.84
2023-03-20 07:00:00+08:00,27.96,0.72,26,0.89
2023-03-20 08:00:00+08:00,26.06,0.61,27,0.84
2023-03-20 09:00:00+08:00,22.68,0.5,28,0.79
2023-03-20 10:00:00+08:00,20.67,0.47,30,0.66
2023-03-20 11:00:00+08:00,19.83,0.46,30,0.66
2023-03-20 12:00:00+08:00,19.78,0.48,31,0.62
2023-03-20 13:00:00+08:00,19.8,0.48,31,0.62
2023-03-20 14:00:00+08:00,19.79,0.45,29,0.79
2023-03-20 15:00:00+08:00,19.87,0.5,32,0.63
2023-03-20 16:00:00+08:00,19.95,0.5,32,0.59
2023-03-20 17:00:00+08:00,20.01,0.45,29,0.7
2023-03-20 18:00:00+08:00,20,0.45,29,0.7
2023-03-20 19:00:00+08:00,19.97,0.45,29,0.7
2023-03-20 20:00:00+08:00,19.95,0.44,28,0.79
2023-03-20 21:00:00+08:00,20.12,0.45,28,0.79
2023-03-20 22:00:00+08:00,21.83,0.48,27,0.84
2023-03-20 23:00:00+08:00,23.33,0.52,27,0.84
2023-03-21 00:00:00+08:00,24.24,0.55,27,0.84
2023-03-21 01:00:00+08:00,24.88,0.57,27,0.84
2023-03-21 02:00:00+08:00,25.31,0.59,27,0.84
2023-03-21 03:00:00+08:00,25.64,0.61,26,0.89
2023-03-21 04:00:00+08:00,25.93,0.62,26,0.89
2023-03-21 05:00:00+08:00,26.14,0.63,26,0.89
2023-03-21 06:00:00+08:00,26.32,0.64,26,0.89
2023-03-21 07:00:00+08:00,26.56,0.65,26,0.89
2023-03-21 08:00:00+08:00,24.4,0.57,25,0.92
2023-03-21 09:00:00+08:00,21.05,0.48,24,0.94
2023-03-21 10:00:00+08:00,20.19,0.44,25,0.89
2023-03-21 11:00:00+08:00,20.07,0.44,26,0.84
2023-03-21 12:00:00+08:00,20.04,0.44,27,0.79
2023-03-21 13:00:00+08:00,20.09,0.45,28,0.74
2023-03-21 14:00:00+08:00,19.7,0.46,30,0.62
2023-03-21 15:00:00+08:00,19.65,0.48,31,0.55
2023-03-21 16:00:00+08:00,19.37,0.5,32,0.52
2023-03-21 17:00:00+08:00,19.35,0.5,32,0.49
2023-03-21 18:00:00+08:00,19.51,0.48,31,0.62
2023-03-21 19:00:00+08:00,19.53,0.45,29,0.7
2023-03-21 20:00:00+08:00,19.5,0.45,29,0.74
2023-03-21 21:00:00+08:00,19.7,0.44,28,0.79
2023-03-21 22:00:00+08:00,21.63,0.47,27,0.84
2023-03-21 23:00:00+08:00,23,0.51,27,0.84
2023-03-22 00:00:00+08:00,23.81,0.54,26,0.89
2023-03-22 01:00:00+08:00,24.37,0.56,26,0.89
2023-03-22 02:00:00+08:00,24.77,0.57,26,0.89
2023-03-22 03:00:00+08:00,25.11,0.59,26,0.89
2023-03-22 04:00:00+08:00,25.36,0.6,26,0.89
2023-03-22 05:00:00+08:00,25.58,0.61,26,0.89
2023-03-22 06:00:00+08:00,25.75,0.63,25,0.94
2023-03-22 07:00:00+08:00,26.06,0.64,25,0.94
2023-03-22 08:00:00+08:00,23.6,0.53,26.5,0.86
2023-03-22 09:00:00+08:00,20.2,0.45,28,0.79
2023-03-22 10:00:00+08:00,19.5,0.46,30,0.66
2023-03-22 11:00:00+08:00,19.61,0.48,31,0.62
2023-03-22 12:00:00+08:00,19.69,0.48,31,0.62
2023-03-22 13:00:00+08:00,19.61,0.5,32,0.59
2023-03-22 14:00:00+08:00,19.64,0.48,31,0.66
2023-03-22 15:00:00+08:00,19.82,0.44,28.5,0.8
2023-03-22 16:00:00+08:00,19.81,0.43,26,0.94
2023-03-22 17:00:00+08:00,19.87,0.44,28,0.84
2023-03-22 18:00:00+08:00,20.13,0.45,29,0.74
2023-03-22 19:00:00+08:00,19.87,0.45,29,0.74
2023-03-22 20:00:00+08:00,19.63,0.44,28,0.79
2023-03-22 21:00:00+08:00,19.73,0.44,28,0.79
2023-03-22 22:00:00+08:00,21.69,0.47,27,0.84
2023-03-22 23:00:00+08:00,23.03,0.51,27,0.84
2023-03-23 00:00:00+08:00,23.79,0.54,27,0.84
2023-03-23 01:00:00+08:00,24.32,0.56,26,0.89
2023-03-23 02:00:00+08:00,24.72,0.57,26,0.89
2023-03-23 03:00:00+08:00,25.03,0.6,25,0.94
2023-03-23 04:00:00+08:00,25.29,0.61,25,0.94
2023-03-23 05:00:00+08:00,25.5,0.62,25,0.94
2023-03-23 06:00:00+08:00,25.66,0.62,25,0.94
2023-03-23 07:00:00+08:00,25.87,0.63,25,0.94
2023-03-23 08:00:00+08:00,23.24,0.52,26.5,0.86
2023-03-23 09:00:00+08:00,20,0.44,28,0.79
2023-03-23 10:00:00+08:00,19.55,0.46,30,0.7
2023-03-23 11:00:00+08:00,19.69,0.48,31,0.66
2023-03-23 12:00:00+08:00,19.61,0.5,32,0.59
2023-03-23 13:00:00+08:00,19.61,0.5,32,0.59
2023-03-23 14:00:00+08:00,19.64,0.55,34,0.56
2023-03-23 15:00:00+08:00,19.74,0.55,34,0.53
2023-03-23 16:00:00+08:00,19.66,0.55,34,0.53
2023-03-23 17:00:00+08:00,19.75,0.52,33,0.56
2023-03-23 18:00:00+08:00,19.98,0.48,31,0.62
2023-03-23 19:00:00+08:00,19.98,0.46,30,0.66
2023-03-23 20:00:00+08:00,19.98,0.45,29,0.7
2023-03-23 21:00:00+08:00,20.16,0.45,28,0.79
2023-03-23 22:00:00+08:00,21.73,0.48,28,0.79
2023-03-23 23:00:00+08:00,23.13,0.51,27,0.84
2023-03-24 00:00:00+08:00,24.05,0.54,27,0.84
2023-03-24 01:00:00+08:00,24.67,0.57,27,0.84
2023-03-24 02:00:00+08:00,25.1,0.58,27,0.84
2023-03-24 03:00:00+08:00,25.43,0.59,27,0.84
2023-03-24 04:00:00+08:00,25.66,0.61,26,0.89
2023-03-24 05:00:00+08:00,25.86,0.61,27,0.84
2023-03-24 06:00:00+08:00,26.05,0.61,27,0.84
2023-03-24 07:00:00+08:00,26.26,0.62,27,0.84
2023-03-24 08:00:00+08:00,24.03,0.54,28,0.77
2023-03-24 09:00:00+08:00,20.9,0.46,29,0.7
2023-03-24 10:00:00+08:00,20.04,0.46,30,0.7
2023-03-24 11:00:00+08:00,19.82,0.48,31,0.66
2023-03-24 12:00:00+08:00,19.83,0.52,33,0.56
2023-03-24 13:00:00+08:00,19.86,0.46,30,0.66
2023-03-24 14:00:00+08:00,19.95,0.48,31,0.66
2023-03-24 15:00:00+08:00,20.04,0.46,30,0.75
2023-03-24 16:00:00+08:00,20.46,0.45,28,0.79
2023-03-24 17:00:00+08:00,20.57,0.46,30,0.66
2023-03-24 18:00:00+08:00,20.27,0.44,26,0.89
2023-03-24 19:00:00+08:00,20.08,0.44,26,0.94
2023-03-24 20:00:00+08:00,20.04,0.44,26,0.94
2023-03-24 21:00:00+08:00,20.16,0.44,26,0.94
2023-03-24 22:00:00+08:00,21.7,0.47,26,0.94
2023-03-24 23:00:00+08:00,23.09,0.51,26,0.94
2023-03-25 00:00:00+08:00,23.98,0.54,26,0.89
2023-03-25 01:00:00+08:00,24.58,0.57,26,0.89
2023-03-25 02:00:00+08:00,25.04,0.58,26,0.89
2023-03-25 03:00:00+08:00,25.37,0.6,26,0.89
2023-03-25 04:00:00+08:00,25.64,0.61,26,0.89
2023-03-25 05:00:00+08:00,25.86,0.62,26,0.89
2023-03-25 06:00:00+08:00,26.05,0.64,25,0.94
2023-03-25 07:00:00+08:00,26.31,0.65,25,0.94
2023-03-25 08:00:00+08:00,26.58,0.65,26,0.89
2023-03-25 09:00:00+08:00,26.92,0.65,27,0.84
2023-03-25 10:00:00+08:00,25.74,0.6,29,0.79
2023-03-25 11:00:00+08:00,22.43,0.51,31,0.66
2023-03-25 12:00:00+08:00,20.26,0.5,32,0.63
2023-03-25 13:00:00+08:00,19.85,0.46,30,0.7
2023-03-25 14:00:00+08:00,20.05,0.44,27,0.89
2023-03-25 15:00:00+08:00,20.15,0.44,26,0.94
2023-03-25 16:00:00+08:00,20.33,0.44,26,0.89
2023-03-25 17:00:00+08:00,22.09,0.49,25,0.89
2023-03-25 18:00:00+08:00,23.52,0.54,25,0.94
2023-03-25 19:00:00+08:00,24.44,0.58,25,0.89
2023-03-25 20:00:00+08:00,24.95,0.6,25,0.89
2023-03-25 21:00:00+08:00,25.32,0.61,25,0.89
2023-03-25 22:00:00+08:00,25.62,0.62,25,0.89
2023-03-25 23:00:00+08:00,25.84,0.65,24,0.89
2023-03-26 00:00:00+08:00,26.02,0.66,24,0.89
2023-03-26 01:00:00+08:00,26.19,0.67,24,0.89
2023-03-26 02:00:00+08:00,26.31,0.67,24,0.94
2023-03-26 03:00:00+08:00,26.41,0.68,24,0.94
2023-03-26 04:00:00+08:00,26.51,0.68,24,0.94
2023-03-26 05:00:00+08:00,26.59,0.65,26,0.79
2023-03-26 06:00:00+08:00,26.68,0.67,25,0.83
2023-03-26 07:00:00+08:00,26.77,0.66,26,0.84
2023-03-26 08:00:00+08:00,26.91,0.65,26.5,0.84
2023-03-26 09:00:00+08:00,27.11,0.66,27,0.84
2023-03-26 10:00:00+08:00,27.42,0.66,29,0.74
2023-03-26 11:00:00+08:00,27.7,0.68,30,0.75
2023-03-26 12:00:00+08:00,27.96,0.69,30,0.7
2023-03-26 13:00:00+08:00,28.16,0.73,32,0.63
2023-03-26 14:00:00+08:00,28.34,0.72,31,0.66
2023-03-26 15:00:00+08:00,28.53,0.73,31,0.7
2023-03-26 16:00:00+08:00,28.58,0.73,30,0.7
2023-03-26 17:00:00+08:00,28.43,0.72,29,0.7
2023-03-26 18:00:00+08:00,28.28,0.72,27,0.7
2023-03-26 19:00:00+08:00,28.16,0.72,27,0.74
2023-03-26 20:00:00+08:00,28,0.71,27,0.74
2023-03-26 21:00:00+08:00,27.86,0.71,26,0.84
2023-03-26 22:00:00+08:00,27.8,0.7,27,0.79
2023-03-26 23:00:00+08:00,27.75,0.71,26,0.89
2023-03-27 00:00:00+08:00,27.75,0.69,27,0.79
2023-03-27 01:00:00+08:00,27.74,0.69,27,0.79
2023-03-27 02:00:00+08:00,27.74,0.71,26,0.84
2023-03-27 03:00:00+08:00,27.73,0.7,26,0.89
2023-03-27 04:00:00+08:00,27.69,0.7,26,0.89
2023-03-27 05:00:00+08:00,27.67,0.7,26,0.89
2023-03-27 06:00:00+08:00,27.73,0.7,26,0.94
2023-03-27 07:00:00+08:00,27.78,0.71,26,0.94
2023-03-27 08:00:00+08:00,25.63,0.6,26.5,0.84
2023-03-27 09:00:00+08:00,22.11,0.48,27,0.74
2023-03-27 10:00:00+08:00,20.56,0.46,24,0.94
2023-03-27 11:00:00+08:00,20.57,0.46,24,0.94
2023-03-27 12:00:00+08:00,20.58,0.46,24,0.94
2023-03-27 13:00:00+08:00,20.61,0.45,25,0.89
2023-03-27 14:00:00+08:00,20.56,0.45,25,0.89
2023-03-27 15:00:00+08:00,20.64,0.45,26,0.89
2023-03-27 16:00:00+08:00,20.64,0.45,27,0.84
2023-03-27 17:00:00+08:00,20.6,0.45,27,0.84
2023-03-27 18:00:00+08:00,20.56,0.45,27,0.84
2023-03-27 19:00:00+08:00,20.52,0.44,26,0.89
2023-03-27 20:00:00+08:00,20.46,0.44,26,0.89
2023-03-27 21:00:00+08:00,20.57,0.45,26,0.89
2023-03-27 22:00:00+08:00,22.06,0.48,26,0.89
2023-03-27 23:00:00+08:00,23.47,0.54,25,0.94
2023-03-28 00:00:00+08:00,24.36,0.57,25,0.94
2023-03-28 01:00:00+08:00,24.97,0.6,25,0.94
2023-03-28 02:00:00+08:00,25.42,0.61,25,0.94
2023-03-28 03:00:00+08:00,25.74,0.63,25,0.94
2023-03-28 04:00:00+08:00,26,0.64,25,0.94
2023-03-28 05:00:00+08:00,26.2,0.65,25,0.94
2023-03-28 06:00:00+08:00,26.34,0.65,25,0.94
2023-03-28 07:00:00+08:00,26.53,0.66,25,0.94
2023-03-28 08:00:00+08:00,24.02,0.54,26.5,0.89
2023-03-28 09:00:00+08:00,20.9,0.46,28,0.84
2023-03-28 10:00:00+08:00,20.4,0.48,31,0.7
2023-03-28 11:00:00+08:00,20.38,0.5,32,0.63
2023-03-28 12:00:00+08:00,20.41,0.5,32,0.63
2023-03-28 13:00:00+08:00,20.33,0.5,32,0.55
2023-03-28 14:00:00+08:00,20.61,0.55,34,0.49
2023-03-28 15:00:00+08:00,20.96,0.55,34,0.49
2023-03-28 16:00:00+08:00,21.14,0.55,34,0.47
2023-03-28 17:00:00+08:00,20.97,0.55,34,0.47
2023-03-28 18:00:00+08:00,20.7,0.5,32,0.55
2023-03-28 19:00:00+08:00,20.58,0.48,31,0.62
2023-03-28 20:00:00+08:00,20.53,0.46,30,0.66
2023-03-28 21:00:00+08:00,20.61,0.46,29,0.74
2023-03-28 22:00:00+08:00,22.29,0.49,28,0.79
2023-03-28 23:00:00+08:00,23.64,0.53,28,0.79
2023-03-29 00:00:00+08:00,24.5,0.56,27,0.84
2023-03-29 01:00:00+08:00,25.13,0.58,27,0.84
2023-03-29 02:00:00+08:00,25.56,0.6,27,0.84
2023-03-29 03:00:00+08:00,25.91,0.61,27,0.79
2023-03-29 04:00:00+08:00,26.17,0.63,26,0.89
2023-03-29 05:00:00+08:00,26.34,0.64,26,0.84
2023-03-29 06:00:00+08:00,26.49,0.63,27,0.79
2023-03-29 07:00:00+08:00,26.73,0.65,26,0.84
2023-03-29 08:00:00+08:00,24.34,0.55,27.5,0.79
2023-03-29 09:00:00+08:00,21.24,0.47,29,0.74
2023-03-29 10:00:00+08:00,20.61,0.47,30,0.66
2023-03-29 11:00:00+08:00,20.71,0.48,31,0.66
2023-03-29 12:00:00+08:00,20.47,0.52,33,0.59
2023-03-29 13:00:00+08:00,20.15,0.55,34,0.53
2023-03-29 14:00:00+08:00,20.17,0.52,33,0.56
2023-03-29 15:00:00+08:00,20.35,0.48,31,0.66
2023-03-29 16:00:00+08:00,20.56,0.5,32,0.52
2023-03-29 17:00:00+08:00,20.53,0.46,30,0.7
2023-03-29 18:00:00+08:00,20.55,0.46,29,0.66
2023-03-29 19:00:00+08:00,20.5,0.45,25,0.94
2023-03-29 20:00:00+08:00,20.38,0.44,26,0.89
2023-03-29 21:00:00+08:00,20.51,0.44,26,0.89
2023-03-29 22:00:00+08:00,22.15,0.48,26,0.89
2023-03-29 23:00:00+08:00,23.42,0.53,26,0.89
2023-03-30 00:00:00+08:00,24.26,0.56,26,0.89
2023-03-30 01:00:00+08:00,24.84,0.57,27,0.84
2023-03-30 02:00:00+08:00,25.28,0.59,26,0.89
2023-03-30 03:00:00+08:00,25.62,0.6,27,0.84
2023-03-30 04:00:00+08:00,25.89,0.62,26,0.89
2023-03-30 05:00:00+08:00,26.12,0.63,26,0.89
2023-03-30 06:00:00+08:00,26.28,0.63,26,0.89
2023-03-30 07:00:00+08:00,26.51,0.64,26,0.89
2023-03-30 08:00:00+08:00,23.94,0.54,27.5,0.82
2023-03-30 09:00:00+08:00,20.86,0.46,29,0.74
2023-03-30 10:00:00+08:00,20.58,0.46,30,0.7
2023-03-30 11:00:00+08:00,20.71,0.48,31,0.62
2023-03-30 12:00:00+08:00,20.72,0.5,32,0.59
2023-03-30 13:00:00+08:00,20.72,0.55,34,0.49
2023-03-30 14:00:00+08:00,20.71,0.55,34,0.47
2023-03-30 15:00:00+08:00,20.47,0.52,33,0.49
2023-03-30 16:00:00+08:00,20.33,0.55,34,0.49
2023-03-30 17:00:00+08:00,20.46,0.5,32,0.59
2023-03-30 18:00:00+08:00,20.49,0.45,28,0.74
2023-03-30 19:00:00+08:00,20.34,0.45,25,0.89
2023-03-30 20:00:00+08:00,20.25,0.45,24,0.94
2023-03-30 21:00:00+08:00,20.34,0.46,24,0.94
2023-03-30 22:00:00+08:00,21.89,0.49,25,0.94
2023-03-30 23:00:00+08:00,23.25,0.53,25,0.89
2023-03-31 00:00:00+08:00,24.13,0.58,24,0.94
2023-03-31 01:00:00+08:00,24.73,0.59,25,0.89
2023-03-31 02:00:00+08:00,25.15,0.6,25,0.94
2023-03-31 03:00:00+08:00,25.5,0.62,25,0.94
2023-03-31 04:00:00+08:00,25.75,0.63,25,0.94
2023-03-31 05:00:00+08:00,25.97,0.64,25,0.94
2023-03-31 06:00:00+08:00,26.16,0.64,25,0.89
2023-03-31 07:00:00+08:00,26.37,0.65,25,0.89
2023-03-31 08:00:00+08:00,23.85,0.54,26.5,0.84
2023-03-31 09:00:00+08:00,20.91,0.46,28,0.79
2023-03-31 10:00:00+08:00,20.56,0.46,30,0.66
2023-03-31 11:00:00+08:00,20.44,0.48,31,0.62
2023-03-31 12:00:00+08:00,20.32,0.48,31,0.59
2023-03-31 13:00:00+08:00,20.16,0.52,33,0.56
2023-03-31 14:00:00+08:00,20.19,0.52,33,0.56
2023-03-31 15:00:00+08:00,20.08,0.5,32,0.59
2023-03-31 16:00:00+08:00,20.17,0.5,32,0.59
2023-03-31 17:00:00+08:00,20.26,0.48,31,0.62
2023-03-31 18:00:00+08:00,20.25,0.46,30,0.66
2023-03-31 19:00:00+08:00,20.18,0.46,30,0.66
2023-03-31 20:00:00+08:00,20.16,0.45,29,0.7
2023-03-31 21:00:00+08:00,20.27,0.45,29,0.7
2023-03-31 22:00:00+08:00,21.82,0.48,29,0.7
2023-03-31 23:00:00+08:00,23.24,0.52,28,0.74
2023-04-15 04:00:00+08:00,25.91,0.61,27,0.89
2023-04-15 05:00:00+08:00,26.14,0.62,27,0.89
2023-04-15 06:00:00+08:00,26.33,0.62,27,0.89
2023-04-15 07:00:00+08:00,26.68,0.65,26,0.94
2023-04-15 08:00:00+08:00,27.06,0.65,28,0.84
2023-04-15 09:00:00+08:00,27.49,0.67,30,0.75
2023-04-15 10:00:00+08:00,26.28,0.65,32,0.67
2023-04-15 11:00:00+08:00,23.32,0.57,33,0.63
2023-04-15 12:00:00+08:00,20.9,0.5,32,0.67
2023-04-15 13:00:00+08:00,20.29,0.52,33,0.59
2023-04-15 14:00:00+08:00,20.34,0.48,31,0.7
2023-04-15 15:00:00+08:00,20.46,0.52,33,0.59
2023-04-15 16:00:00+08:00,20.64,0.48,31,0.7
2023-04-15 17:00:00+08:00,22.76,0.52,30.5,0.66
2023-04-15 18:00:00+08:00,24.6,0.57,30,0.62
2023-04-15 19:00:00+08:00,25.43,0.6,30,0.66
2023-04-15 20:00:00+08:00,25.84,0.61,30,0.7
2023-04-15 21:00:00+08:00,26.1,0.62,27,0.79
2023-04-15 22:00:00+08:00,26.3,0.64,26,0.84
2023-04-15 23:00:00+08:00,26.47,0.64,26,0.89
2023-04-16 00:00:00+08:00,26.61,0.64,27,0.84
2023-04-16 01:00:00+08:00,26.74,0.65,26,0.89
2023-04-16 02:00:00+08:00,26.84,0.66,26,0.94
2023-04-16 03:00:00+08:00,26.94,0.66,26,0.89
2023-04-16 04:00:00+08:00,27,0.67,26,0.94
2023-04-16 05:00:00+08:00,27.05,0.67,26,0.94
2023-04-16 06:00:00+08:00,27.16,0.67,26,0.94
2023-04-16 07:00:00+08:00,27.35,0.68,26,0.94
2023-04-16 08:00:00+08:00,27.56,0.7,25.5,0.92
2023-04-16 09:00:00+08:00,27.77,0.72,25,0.89
2023-04-16 10:00:00+08:00,28.07,0.7,28,0.79
2023-04-16 11:00:00+08:00,28.4,0.72,30,0.66
2023-04-16 12:00:00+08:00,28.71,0.76,32,0.63
2023-04-16 13:00:00+08:00,28.9,0.75,31,0.66
2023-04-16 14:00:00+08:00,29.05,0.76,30,0.79
2023-04-16 15:00:00+08:00,29.17,0.78,32,0.63
2023-04-16 16:00:00+08:00,29.25,0.78,28,0.66
2023-04-16 17:00:00+08:00,29.26,0.79,27,0.7
2023-04-16 18:00:00+08:00,29.26,0.77,29,0.7
2023-04-16 19:00:00+08:00,29.14,0.77,28,0.79
2023-04-16 20:00:00+08:00,28.93,0.77,27,0.79
2023-04-16 21:00:00+08:00,28.75,0.74,28,0.7
2023-04-16 22:00:00+08:00,28.62,0.75,27,0.79
2023-04-16 23:00:00+08:00,28.56,0.73,29,0.79
2023-04-17 00:00:00+08:00,28.54,0.72,29,0.79
2023-04-17 01:00:00+08:00,28.48,0.74,27,0.84
2023-04-17 02:00:00+08:00,28.35,0.73,27,0.84
2023-04-17 03:00:00+08:00,28.34,0.73,27,0.79
2023-04-17 04:00:00+08:00,28.29,0.74,26,0.89
2023-04-17 05:00:00+08:00,28.32,0.74,26,0.89
2023-04-17 06:00:00+08:00,28.28,0.74,26,0.89
2023-04-17 07:00:00+08:00,28.42,0.74,26,0.89
2023-04-17 08:00:00+08:00,26.34,0.62,27.5,0.8
2023-04-17 09:00:00+08:00,22.88,0.51,29,0.7
2023-04-17 10:00:00+08:00,21.02,0.47,30,0.75
2023-04-17 11:00:00+08:00,20.11,0.48,31,0.7
