time,device_temperature,device_humidity,climate_temperature,climate_humidity
2023-03-30 04:00:00+08:00,25.89,0.75,26.0,0.89
2023-03-30 05:00:00+08:00,26.12,0.76,26.0,0.89
2023-03-30 06:00:00+08:00,26.28,0.76,26.0,0.89
2023-03-30 07:00:00+08:00,26.51,0.77,26.0,0.89
2023-03-30 08:00:00+08:00,23.94,0.69,27.5,0.82
2023-03-30 09:00:00+08:00,20.86,0.68,29.0,0.74
2023-03-30 10:00:00+08:00,20.58,0.7,30.0,0.7
2023-03-30 11:00:00+08:00,20.71,0.71,31.0,0.62
2023-03-30 12:00:00+08:00,20.72,0.74,32.0,0.59
2023-03-30 13:00:00+08:00,20.72,0.8,34.0,0.49
2023-03-30 14:00:00+08:00,20.71,0.8,34.0,0.47
2023-03-30 15:00:00+08:00,20.47,0.78,33.0,0.49
2023-03-30 16:00:00+08:00,20.33,0.81,34.0,0.49
2023-03-30 17:00:00+08:00,20.46,0.74,32.0,0.59
2023-03-30 18:00:00+08:00,20.49,0.68,28.0,0.74
2023-03-30 19:00:00+08:00,20.34,0.69,25.0,0.89
2023-03-30 20:00:00+08:00,20.25,0.69,24.0,0.94
2023-03-30 21:00:00+08:00,20.34,0.69,24.0,0.94
2023-03-30 22:00:00+08:00,21.89,0.69,25.0,0.94
2023-03-30 23:00:00+08:00,23.25,0.7,25.0,0.89
2023-03-31 00:00:00+08:00,24.13,0.74,24.0,0.94
2023-03-31 01:00:00+08:00,24.73,0.74,25.0,0.89
2023-03-31 02:00:00+08:00,25.15,0.75,25.0,0.94
2023-03-31 03:00:00+08:00,25.5,0.75,25.0,0.94
2023-03-31 04:00:00+08:00,25.75,0.76,25.0,0.94
2023-03-31 05:00:00+08:00,25.97,0.77,25.0,0.94
2023-03-31 06:00:00+08:00,26.16,0.77,25.0,0.89
2023-03-31 07:00:00+08:00,26.37,0.78,25.0,0.89
2023-03-31 08:00:00+08:00,23.85,0.69,26.5,0.84
2023-03-31 09:00:00+08:00,20.91,0.67,28.0,0.79
2023-03-31 10:00:00+08:00,20.56,0.7,30.0,0.66
2023-03-31 11:00:00+08:00,20.44,0.72,31.0,0.62
2023-03-31 12:00:00+08:00,20.32,0.72,31.0,0.59
2023-03-31 13:00:00+08:00,20.16,0.78,33.0,0.56
2023-03-31 14:00:00+08:00,20.19,0.78,33.0,0.56
2023-03-31 15:00:00+08:00,20.08,0.75,32.0,0.59
2023-03-31 16:00:00+08:00,20.17,0.75,32.0,0.59
2023-03-31 17:00:00+08:00,20.26,0.72,31.0,0.62
2023-03-31 18:00:00+08:00,20.25,0.7,30.0,0.66
2023-03-31 19:00:00+08:00,20.18,0.7,30.0,0.66
2023-03-31 20:00:00+08:00,20.16,0.69,29.0,0.7
2023-03-31 21:00:00+08:00,20.27,0.69,29.0,0.7
2023-03-31 22:00:00+08:00,21.82,0.68,29.0,0.7
2023-03-31 23:00:00+08:00,23.24,0.68,28.0,0.74
2023-04-15 04:00:00+08:00,25.91,0.74,27.0,0.89
2023-04-15 05:00:00+08:00,26.14,0.74,27.0,0.89
2023-04-15 06:00:00+08:00,26.33,0.75,27.0,0.89
2023-04-15 07:00:00+08:00,26.68,0.77,26.0,0.94
2023-04-15 08:00:00+08:00,27.06,0.76,28.0,0.84
2023-04-15 09:00:00+08:00,27.49,0.78,30.0,0.75
2023-04-15 10:00:00+08:00,26.28,0.78,32.0,0.67
2023-04-15 11:00:00+08:00,23.32,0.75,33.0,0.63
2023-04-15 12:00:00+08:00,20.9,0.74,32.0,0.67
2023-04-15 13:00:00+08:00,20.29,0.78,33.0,0.59
2023-04-15 14:00:00+08:00,20.34,0.72,31.0,0.7
2023-04-15 15:00:00+08:00,20.46,0.78,33.0,0.59
2023-04-15 16:00:00+08:00,20.64,0.71,31.0,0.7
2023-04-15 17:00:00+08:00,22.76,0.69,30.5,0.66
2023-04-15 18:00:00+08:00,24.6,0.71,30.0,0.62
2023-04-15 19:00:00+08:00,25.43,0.72,30.0,0.66
2023-04-15 20:00:00+08:00,25.84,0.73,30.0,0.7
2023-04-15 21:00:00+08:00,26.1,0.74,27.0,0.79
2023-04-15 22:00:00+08:00,26.3,0.76,26.0,0.84
2023-04-15 23:00:00+08:00,26.47,0.77,26.0,0.89
2023-04-16 00:00:00+08:00,26.61,0.76,27.0,0.84
2023-04-16 01:00:00+08:00,26.74,0.77,26.0,0.89
2023-04-16 02:00:00+08:00,26.84,0.78,26.0,0.94
2023-04-16 03:00:00+08:00,26.94,0.78,26.0,0.89
2023-04-16 04:00:00+08:00,27.0,0.78,26.0,0.94
2023-04-16 05:00:00+08:00,27.05,0.78,26.0,0.94
2023-04-16 06:00:00+08:00,27.16,0.79,26.0,0.94
2023-04-16 07:00:00+08:00,27.35,0.79,26.0,0.94
2023-04-16 08:00:00+08:00,27.56,0.81,25.5,0.92
